type,title,calories,protein,carbs,fat,ingredients,recipe
Breakfast,Breakfast Special 741,430,11,41,16,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/breakfast-special-741
Dinner,Dinner Special 2189,241,52,33,16,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/dinner-special-2189
Breakfast,Breakfast Special 7935,718,15,67,3,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/breakfast-special-7935
Dinner,Dinner Special 1815,500,12,52,4,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-1815
Lunch,Lunch Special 70,691,23,73,3,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/lunch-special-70
Snack,Snack Special 7486,422,18,69,34,"Smoothie, Berries, Almond Milk, Eggs, Bacon, Toast",https://example.com/snack-special-7486
Snack,Snack Special 6443,567,40,78,26,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/snack-special-6443
Dinner,Dinner Special 5462,768,49,18,34,"Chicken, Rice, Vegetables, Bread, Peanut Butter, Banana",https://example.com/dinner-special-5462
Lunch,Lunch Special 1891,620,30,59,17,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/lunch-special-1891
Dinner,Dinner Special 5071,330,26,55,39,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/dinner-special-5071
Snack,Snack Special 8335,484,14,44,37,"Fruit Salad, Yogurt, Honey, Bread, Peanut Butter, Banana",https://example.com/snack-special-8335
Dinner,Dinner Special 3966,292,18,19,33,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-3966
Dessert,Dessert Special 4276,232,8,47,36,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/dessert-special-4276
Lunch,Lunch Special 373,470,29,68,5,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-373
Snack,Snack Special 3339,523,15,70,7,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/snack-special-3339
Dinner,Dinner Special 5888,324,62,48,3,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dinner-special-5888
Breakfast,Breakfast Special 1783,602,61,37,3,"Eggs, Bacon, Toast, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-1783
Dinner,Dinner Special 6149,669,43,41,32,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/dinner-special-6149
Breakfast,Breakfast Special 2300,725,45,70,4,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-2300
Dinner,Dinner Special 7656,562,43,36,10,"Beef, Potatoes, Peas, Bread, Peanut Butter, Banana",https://example.com/dinner-special-7656
Lunch,Lunch Special 3278,865,50,47,39,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-3278
Snack,Snack Special 391,768,57,13,8,"Eggs, Bacon, Toast, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-391
Breakfast,Breakfast Special 8278,301,27,63,3,"Fish, Quinoa, Spinach, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-8278
Dinner,Dinner Special 3571,311,28,74,21,"Bread, Peanut Butter, Banana, Fruit Salad, Yogurt, Honey",https://example.com/dinner-special-3571
Dessert,Dessert Unique 2253,414,22,27,26,"Fruit Salad, Yogurt, Honey, Smoothie, Berries, Almond Milk",https://example.com/dessert-unique-2253
Dinner,Dinner Special 2860,700,12,6,19,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/dinner-special-2860
Breakfast,Breakfast Special 4272,596,57,32,29,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/breakfast-special-4272
Dessert,Dessert Special 1941,428,62,10,3,"Eggs, Bacon, Toast, Bread, Peanut Butter, Banana",https://example.com/dessert-special-1941
Breakfast,Breakfast Special 7152,340,38,67,4,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-7152
Breakfast,Breakfast Special 817,402,27,58,25,"Eggs, Bacon, Toast, Chicken, Rice, Vegetables",https://example.com/breakfast-special-817
Breakfast,Breakfast Special 1760,766,48,15,5,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/breakfast-special-1760
Lunch,Lunch Special 583,600,52,18,15,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-583
Snack,Snack Special 1214,608,56,9,40,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/snack-special-1214
Snack,Snack Special 6105,380,40,60,2,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/snack-special-6105
Lunch,Lunch Special 2165,612,21,26,21,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/lunch-special-2165
Snack,Snack Special 6250,209,55,11,1,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/snack-special-6250
Lunch,Lunch Special 5881,233,28,80,32,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-5881
Dessert,Dessert Special 949,618,47,62,30,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dessert-special-949
Dinner,Dinner Special 9189,151,10,44,34,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/dinner-special-9189
Dessert,Dessert Special 9585,608,22,30,33,"Pasta, Tomato Sauce, Cheese, Fish, Quinoa, Spinach",https://example.com/dessert-special-9585
Snack,Snack Special 2039,874,60,50,18,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/snack-special-2039
Lunch,Lunch Special 3975,204,60,36,24,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/lunch-special-3975
Dinner,Dinner Special 3423,728,66,76,26,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-3423
Dinner,Dinner Special 2790,312,16,58,4,"Chicken, Rice, Vegetables, Bread, Peanut Butter, Banana",https://example.com/dinner-special-2790
Lunch,Lunch Special 6213,635,37,32,3,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-6213
Snack,Snack Special 990,202,41,52,17,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/snack-special-990
Lunch,Lunch Special 2764,753,27,45,8,"Beef, Potatoes, Peas, Bread, Peanut Butter, Banana",https://example.com/lunch-special-2764
Lunch,Lunch Special 8439,333,9,42,1,"Fish, Quinoa, Spinach, Bread, Peanut Butter, Banana",https://example.com/lunch-special-8439
Lunch,Lunch Special 5503,874,39,14,10,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/lunch-special-5503
Breakfast,Breakfast Special 3060,594,15,57,15,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/breakfast-special-3060
Dessert,Dessert Special 2834,459,50,73,29,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/dessert-special-2834
Snack,Snack Special 7203,240,15,33,27,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/snack-special-7203
Dinner,Dinner Special 4948,228,68,73,39,"Fish, Quinoa, Spinach, Bread, Peanut Butter, Banana",https://example.com/dinner-special-4948
Lunch,Lunch Special 3859,738,24,32,10,"Fish, Quinoa, Spinach, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-3859
Lunch,Lunch Special 2325,559,58,73,31,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-2325
Snack,Snack Special 2965,714,36,7,21,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-2965
Snack,Snack Special 2634,824,34,19,14,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/snack-special-2634
Dessert,Dessert Special 1251,309,47,77,33,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-1251
Snack,Snack Special 2533,900,47,29,11,"Beef, Potatoes, Peas, Eggs, Bacon, Toast",https://example.com/snack-special-2533
Dessert,Dessert Special 6581,200,46,34,30,"Bread, Peanut Butter, Banana, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-6581
Lunch,Lunch Special 4854,447,19,10,37,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/lunch-special-4854
Dessert,Dessert Special 4841,407,25,66,26,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-4841
Dessert,Dessert Special 397,825,21,24,13,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-397
Lunch,Lunch Special 5027,181,15,54,32,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/lunch-special-5027
Breakfast,Breakfast Special 8773,477,33,62,15,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-8773
Lunch,Lunch Special 9585,868,61,43,16,"Fruit Salad, Yogurt, Honey, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-9585
Dessert,Dessert Special 4519,872,33,28,18,"Eggs, Bacon, Toast, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-4519
Snack,Snack Special 833,392,45,66,35,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-833
Dessert,Dessert Special 8429,823,66,36,22,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/dessert-special-8429
Dessert,Dessert Special 9796,810,12,25,17,"Eggs, Bacon, Toast, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-9796
Dessert,Dessert Special 2215,201,15,35,33,"Fish, Quinoa, Spinach, Eggs, Bacon, Toast",https://example.com/dessert-special-2215
Breakfast,Breakfast Special 6374,727,36,45,13,"Chicken, Rice, Vegetables, Fish, Quinoa, Spinach",https://example.com/breakfast-special-6374
Snack,Snack Special 2146,263,28,16,29,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-2146
Breakfast,Breakfast Special 6953,582,55,78,26,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/breakfast-special-6953
Lunch,Lunch Special 8645,318,30,33,30,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-8645
Lunch,Lunch Special 3752,297,32,62,25,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/lunch-special-3752
Dinner,Dinner Special 4191,298,19,32,25,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-4191
Breakfast,Breakfast Special 3430,354,38,13,29,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/breakfast-special-3430
Snack,Snack Special 1914,609,52,63,25,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/snack-special-1914
Dinner,Dinner Special 2596,894,52,15,20,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/dinner-special-2596
Dinner,Dinner Special 990,238,28,17,13,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/dinner-special-990
Breakfast,Breakfast Special 1931,558,43,57,39,"Fish, Quinoa, Spinach, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-1931
Dinner,Dinner Special 1746,501,49,29,33,"Eggs, Bacon, Toast, Bread, Peanut Butter, Banana",https://example.com/dinner-special-1746
Dinner,Dinner Special 3345,260,33,21,30,"Eggs, Bacon, Toast, Chicken, Rice, Vegetables",https://example.com/dinner-special-3345
Dinner,Dinner Special 5331,408,7,77,26,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-5331
Dinner,Dinner Special 6868,255,34,55,27,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/dinner-special-6868
Breakfast,Breakfast Special 2313,698,29,37,21,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/breakfast-special-2313
Dinner,Dinner Special 8973,682,25,78,27,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/dinner-special-8973
Lunch,Lunch Special 8905,322,34,11,37,"Fish, Quinoa, Spinach, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-8905
Dessert,Dessert Special 5706,293,7,73,5,"Beef, Potatoes, Peas, Fish, Quinoa, Spinach",https://example.com/dessert-special-5706
Lunch,Lunch Special 6654,730,11,40,29,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-6654
Dinner,Dinner Special 8706,268,41,55,7,"Beef, Potatoes, Peas, Chicken, Rice, Vegetables",https://example.com/dinner-special-8706
Dessert,Dessert Special 120,288,22,37,4,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-120
Breakfast,Breakfast Special 5122,813,32,20,37,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-5122
Dinner,Dinner Special 2217,255,26,49,17,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-2217
Breakfast,Breakfast Unique 3248,827,68,48,13,"Fish, Quinoa, Spinach, Beef, Potatoes, Peas",https://example.com/breakfast-unique-3248
Dessert,Dessert Special 8706,254,64,7,39,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/dessert-special-8706
Dessert,Dessert Special 1258,241,61,61,24,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-1258
Lunch,Lunch Special 6764,282,46,39,22,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-6764
Snack,Snack Special 9191,685,40,46,13,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-9191
Dessert,Dessert Special 3327,442,25,32,19,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-3327
Lunch,Lunch Special 1006,829,64,26,17,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/lunch-special-1006
Breakfast,Breakfast Special 717,507,29,53,25,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/breakfast-special-717
Dessert,Dessert Special 698,224,40,21,5,"Beef, Potatoes, Peas, Eggs, Bacon, Toast",https://example.com/dessert-special-698
Dinner,Dinner Special 1316,453,41,73,2,"Chicken, Rice, Vegetables, Beef, Potatoes, Peas",https://example.com/dinner-special-1316
Lunch,Lunch Special 7828,767,51,34,13,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-7828
Breakfast,Breakfast Special 7019,461,68,55,25,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-7019
Dinner,Dinner Special 2632,651,55,57,21,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/dinner-special-2632
Dinner,Dinner Special 8830,268,31,9,23,"Smoothie, Berries, Almond Milk, Eggs, Bacon, Toast",https://example.com/dinner-special-8830
Dessert,Dessert Special 6975,196,44,79,33,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/dessert-special-6975
Breakfast,Breakfast Special 5615,400,54,10,4,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/breakfast-special-5615
Breakfast,Breakfast Special 3984,727,54,27,23,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-3984
Snack,Snack Special 4270,275,6,25,26,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/snack-special-4270
Dinner,Dinner Special 1122,394,65,5,27,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-1122
Lunch,Lunch Special 2756,510,13,50,30,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/lunch-special-2756
Breakfast,Breakfast Special 4225,413,39,33,13,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/breakfast-special-4225
Dessert,Dessert Special 6822,882,16,49,40,"Pasta, Tomato Sauce, Cheese, Beef, Potatoes, Peas",https://example.com/dessert-special-6822
Dessert,Dessert Special 4712,289,59,26,17,"Fruit Salad, Yogurt, Honey, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-4712
Dinner,Dinner Special 9969,716,57,53,21,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dinner-special-9969
Lunch,Lunch Special 2543,476,69,24,1,"Eggs, Bacon, Toast, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-2543
Dessert,Dessert Special 9218,225,25,54,3,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/dessert-special-9218
Lunch,Lunch Special 2128,553,29,79,32,"Eggs, Bacon, Toast, Bread, Peanut Butter, Banana",https://example.com/lunch-special-2128
Lunch,Lunch Special 6280,749,68,53,19,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-6280
Lunch,Lunch Special 1703,281,32,46,32,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-1703
Breakfast,Breakfast Special 622,779,39,30,4,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/breakfast-special-622
Lunch,Lunch Special 4589,635,21,66,20,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/lunch-special-4589
Lunch,Lunch Special 5556,809,68,56,22,"Beef, Potatoes, Peas, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-5556
Snack,Snack Special 9225,488,53,41,39,"Bread, Peanut Butter, Banana, Smoothie, Berries, Almond Milk",https://example.com/snack-special-9225
Dessert,Dessert Special 2711,401,40,51,29,"Beef, Potatoes, Peas, Bread, Peanut Butter, Banana",https://example.com/dessert-special-2711
Dinner,Dinner Special 3924,776,63,6,20,"Fish, Quinoa, Spinach, Eggs, Bacon, Toast",https://example.com/dinner-special-3924
Dessert,Dessert Special 8948,348,13,41,19,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/dessert-special-8948
Snack,Snack Special 7440,779,5,66,27,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/snack-special-7440
Breakfast,Breakfast Special 3167,672,48,15,24,"Beef, Potatoes, Peas, Bread, Peanut Butter, Banana",https://example.com/breakfast-special-3167
Snack,Snack Special 3010,620,20,48,31,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/snack-special-3010
Dessert,Dessert Special 8514,617,52,39,27,"Smoothie, Berries, Almond Milk, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-8514
Dinner,Dinner Special 9734,552,66,56,9,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/dinner-special-9734
Breakfast,Breakfast Special 5938,381,32,58,27,"Fish, Quinoa, Spinach, Eggs, Bacon, Toast",https://example.com/breakfast-special-5938
Dinner,Dinner Special 8431,611,40,63,18,"Bread, Peanut Butter, Banana, Chicken, Rice, Vegetables",https://example.com/dinner-special-8431
Breakfast,Breakfast Special 8627,321,32,5,26,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/breakfast-special-8627
Dessert,Dessert Special 2063,801,57,18,12,"Smoothie, Berries, Almond Milk, Chicken, Rice, Vegetables",https://example.com/dessert-special-2063
Dinner,Dinner Special 7440,651,27,7,38,"Pasta, Tomato Sauce, Cheese, Bread, Peanut Butter, Banana",https://example.com/dinner-special-7440
Snack,Snack Special 7856,783,45,32,20,"Fish, Quinoa, Spinach, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-7856
Breakfast,Breakfast Special 3639,582,59,10,40,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/breakfast-special-3639
Dessert,Dessert Special 5646,731,15,69,27,"Pasta, Tomato Sauce, Cheese, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-5646
Dessert,Dessert Special 3513,656,57,29,14,"Fruit Salad, Yogurt, Honey, Smoothie, Berries, Almond Milk",https://example.com/dessert-special-3513
Dessert,Dessert Special 5206,862,8,25,5,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-5206
Lunch,Lunch Special 9044,625,44,67,18,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-9044
Lunch,Lunch Special 9111,382,18,42,11,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/lunch-special-9111
Dinner,Dinner Special 9291,840,18,66,38,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-9291
Snack,Snack Special 4700,486,29,64,37,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/snack-special-4700
Snack,Snack Special 2500,784,38,7,40,"Fish, Quinoa, Spinach, Smoothie, Berries, Almond Milk",https://example.com/snack-special-2500
Breakfast,Breakfast Special 3898,856,8,66,19,"Smoothie, Berries, Almond Milk, Beef, Potatoes, Peas",https://example.com/breakfast-special-3898
Dinner,Dinner Special 1530,295,69,73,8,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/dinner-special-1530
Breakfast,Breakfast Special 6331,182,57,27,35,"Beef, Potatoes, Peas, Pasta, Tomato Sauce, Cheese",https://example.com/breakfast-special-6331
Snack,Snack Special 8299,848,55,73,33,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/snack-special-8299
Lunch,Lunch Special 438,198,56,25,2,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/lunch-special-438
Dinner,Dinner Special 8143,425,54,58,10,"Pasta, Tomato Sauce, Cheese, Fish, Quinoa, Spinach",https://example.com/dinner-special-8143
Breakfast,Breakfast Special 5559,478,12,16,40,"Eggs, Bacon, Toast, Beef, Potatoes, Peas",https://example.com/breakfast-special-5559
Breakfast,Breakfast Special 6273,887,69,9,10,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/breakfast-special-6273
Dinner,Dinner Special 5547,292,9,77,31,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dinner-special-5547
Lunch,Lunch Special 8120,829,53,26,5,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/lunch-special-8120
Snack,Snack Special 6342,306,8,46,6,"Fruit Salad, Yogurt, Honey, Eggs, Bacon, Toast",https://example.com/snack-special-6342
Breakfast,Breakfast Special 1002,840,60,34,39,"Smoothie, Berries, Almond Milk, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-1002
Breakfast,Breakfast Special 4778,859,35,77,40,"Pasta, Tomato Sauce, Cheese, Chicken, Rice, Vegetables",https://example.com/breakfast-special-4778
Snack,Snack Special 1665,825,68,47,6,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/snack-special-1665
Snack,Snack Special 5566,289,20,74,38,"Pasta, Tomato Sauce, Cheese, Eggs, Bacon, Toast",https://example.com/snack-special-5566
Snack,Snack Special 2150,560,53,43,11,"Smoothie, Berries, Almond Milk, Bread, Peanut Butter, Banana",https://example.com/snack-special-2150
Dinner,Dinner Special 8669,346,56,65,39,"Fish, Quinoa, Spinach, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-8669
Dinner,Dinner Special 1679,413,21,69,30,"Chicken, Rice, Vegetables, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-1679
Snack,Snack Special 8070,767,46,54,13,"Pasta, Tomato Sauce, Cheese, Fruit Salad, Yogurt, Honey",https://example.com/snack-special-8070
Breakfast,Breakfast Special 3114,583,69,20,26,"Beef, Potatoes, Peas, Chicken, Rice, Vegetables",https://example.com/breakfast-special-3114
Breakfast,Breakfast Special 8340,222,59,71,5,"Beef, Potatoes, Peas, Fruit Salad, Yogurt, Honey",https://example.com/breakfast-special-8340
Dessert,Dessert Special 77,557,25,7,32,"Chicken, Rice, Vegetables, Fruit Salad, Yogurt, Honey",https://example.com/dessert-special-77
Lunch,Lunch Special 2216,413,31,28,19,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/lunch-special-2216
Lunch,Lunch Special 9024,336,22,57,28,"Fruit Salad, Yogurt, Honey, Pasta, Tomato Sauce, Cheese",https://example.com/lunch-special-9024
Snack,Snack Special 3889,192,45,44,6,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/snack-special-3889
Dessert,Dessert Special 849,407,21,31,11,"Bread, Peanut Butter, Banana, Fish, Quinoa, Spinach",https://example.com/dessert-special-849
Snack,Snack Special 5180,235,14,75,18,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-5180
Lunch,Lunch Special 8979,767,27,36,39,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/lunch-special-8979
Dessert,Dessert Special 1036,184,69,27,12,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/dessert-special-1036
Dinner,Dinner Special 9413,767,8,74,29,"Beef, Potatoes, Peas, Smoothie, Berries, Almond Milk",https://example.com/dinner-special-9413
Snack,Snack Special 7125,889,41,12,40,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/snack-special-7125
Breakfast,Breakfast Special 2808,715,55,11,2,"Fish, Quinoa, Spinach, Chicken, Rice, Vegetables",https://example.com/breakfast-special-2808
Lunch,Lunch Special 3698,705,50,41,15,"Bread, Peanut Butter, Banana, Eggs, Bacon, Toast",https://example.com/lunch-special-3698
Lunch,Lunch Special 3430,734,60,32,8,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/lunch-special-3430
Dinner,Dinner Special 7600,331,39,68,31,"Chicken, Rice, Vegetables, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-7600
Lunch,Lunch Special 4636,842,16,65,29,"Fruit Salad, Yogurt, Honey, Beef, Potatoes, Peas",https://example.com/lunch-special-4636
Lunch,Lunch Special 1914,267,8,17,5,"Beef, Potatoes, Peas, Eggs, Bacon, Toast",https://example.com/lunch-special-1914
Snack,Snack Special 3943,585,31,44,14,"Bread, Peanut Butter, Banana, Pasta, Tomato Sauce, Cheese",https://example.com/snack-special-3943
Snack,Snack Special 8066,548,61,37,23,"Fruit Salad, Yogurt, Honey, Chicken, Rice, Vegetables",https://example.com/snack-special-8066
Dessert,Dessert Special 5476,343,59,7,11,"Bread, Peanut Butter, Banana, Beef, Potatoes, Peas",https://example.com/dessert-special-5476
Dinner,Dinner Special 7016,535,18,75,10,"Eggs, Bacon, Toast, Fish, Quinoa, Spinach",https://example.com/dinner-special-7016
Lunch,Lunch Special 3713,886,58,13,23,"Beef, Potatoes, Peas, Fish, Quinoa, Spinach",https://example.com/lunch-special-3713
Lunch,Lunch Special 6067,731,23,36,23,"Smoothie, Berries, Almond Milk, Fish, Quinoa, Spinach",https://example.com/lunch-special-6067
Dinner,Dinner Special 3850,485,7,30,25,"Fish, Quinoa, Spinach, Pasta, Tomato Sauce, Cheese",https://example.com/dinner-special-3850
Snack,Snack Special 8596,896,62,59,33,"Fruit Salad, Yogurt, Honey, Bread, Peanut Butter, Banana",https://example.com/snack-special-8596
